bjd_Nm,stdg_Cd,vldpha_Fachs1_Area,vldpha_Fachs2_Area,vldpha_Fachs3_Area,vldpha_Fachs4_Area,vldpha_Fachs5_Area,vldpha_Fachs6_Area,vldpha_Fruit1_Area,vldpha_Fruit2_Area,vldpha_Fruit3_Area,vldpha_Fruit4_Area,vldpha_Fruit5_Area,vldpha_Fruit6_Area,vldpha_Pfld1_Area,vldpha_Pfld2_Area,vldpha_Pfld3_Area,vldpha_Pfld4_Area,vldpha_Pfld5_Area,vldpha_Pfld6_Area,vldpha_Rfld1_Area,vldpha_Rfld2_Area,vldpha_Rfld3_Area,vldpha_Rfld4_Area,vldpha_Rfld5_Area,vldpha_Rfld6_Area
경상남도 사천시 곤명면 용산리,4824036022,-,-,-,-,-,-,0,0,0,0,0,3,0,0,1,0,0,6,2,2,3,3,2,10
경상남도 사천시 곤명면 조장리,4824036023,0,0,1,0,1,18,-,-,-,-,-,-,4,1,0,0,0,8,2,2,6,7,9,34
경상남도 사천시 곤명면 봉계리,4824036024,0,0,0,1,1,7,1,0,0,0,0,0,4,1,0,0,0,9,8,10,9,10,7,13
경상남도 사천시 곤명면 삼정리,4824036026,0,0,0,0,0,5,0,0,0,0,0,1,6,1,1,3,0,12,16,16,12,3,3,5
경상남도 사천시 곤명면 마곡리,4824036028,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,5,33,25,7,2,1,0
경상남도 사천시 곤명면 성방리,4824036029,0,1,0,0,1,3,0,4,0,0,0,0,7,0,0,0,1,11,15,27,7,2,0,0
경상남도 김해시 안동,4825012000,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
경상남도 김해시 서상동,4825010200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경상남도 김해시 부원동,4825010300,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,1,8,19,12,3,0,1
충청남도 예산군 예산읍 관작리,4481025028,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,13,9,4,1,0,0,1
충청남도 예산군 예산읍 창소리,4481025029,0,0,0,0,0,33,0,0,0,0,0,3,0,0,0,1,0,33,2,3,3,0,2,4
충청남도 예산군 예산읍 신례원리,4481025030,0,0,0,0,0,28,0,0,0,2,0,3,0,0,0,0,0,23,19,6,4,1,2,0
충청남도 예산군 예산읍 궁평리,4481025032,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,0,5,34,27,8,2,2,2
경상북도 의성군 안평면 창길리,4773046034,0,0,0,0,0,6,1,0,1,0,1,35,0,1,1,1,1,8,0,0,0,0,0,1
경상북도 의성군 안평면 괴산리,4773046035,-,-,-,-,-,-,5,1,1,2,2,47,0,0,0,0,0,5,0,0,0,0,0,1
경상북도 영천시 금호읍 원기리,4723025037,0,0,0,0,0,2,0,0,0,1,0,15,0,0,1,1,1,15,-,-,-,-,-,-
경상북도 영천시 금호읍 신대리,4723025038,0,0,0,0,0,8,0,3,1,1,4,55,0,0,0,1,0,61,0,0,0,0,0,1
경상북도 영천시 금호읍 남성리,4723025039,0,0,0,0,0,1,0,0,0,0,0,19,0,2,1,1,1,24,-,-,-,-,-,-
경상북도 영천시 금호읍 황정리,4723025041,0,0,0,0,0,5,0,0,1,1,2,53,0,0,1,1,1,68,-,-,-,-,-,-
경상북도 영천시 청통면 호당리,4723031021,-,-,-,-,-,-,1,0,0,1,1,17,0,1,2,0,0,8,-,-,-,-,-,-
경상북도 영천시 청통면 우천리,4723031022,-,-,-,-,-,-,0,0,0,0,0,2,0,1,2,1,1,4,-,-,-,-,-,-
경상북도 영천시 청통면 신덕리,4723031024,-,-,-,-,-,-,0,0,0,0,0,5,0,0,1,1,0,3,-,-,-,-,-,-
경상북도 영천시 금호읍 관정리,4723025030,0,0,1,0,0,11,1,1,1,3,1,29,10,8,8,12,5,31,0,0,0,0,0,1
경상북도 영천시 금호읍 구암리,4723025031,0,0,0,0,0,1,1,0,1,1,1,16,4,1,1,1,2,21,0,1,1,0,0,0
경상북도 영천시 금호읍 대곡리,4723025033,-,-,-,-,-,-,0,1,0,0,0,9,4,7,5,3,3,17,-,-,-,-,-,-
경상북도 영천시 금호읍 호남리,4723025034,0,0,0,0,1,1,0,2,0,2,1,14,5,4,5,0,0,0,-,-,-,-,-,-
경상북도 영천시 화산면 유성리,4723033033,0,0,0,0,0,2,1,1,2,1,2,25,0,0,0,2,2,35,1,3,1,0,0,1
경상남도 김해시 상동면,4825036000,0,1,49,2,2,22,12,9,5,2,0,12,47,24,9,7,13,130,45,32,28,19,10,17
경상남도 김해시 한림면 용덕리,4825034025,-,-,-,-,-,-,1,4,0,0,1,0,0,2,4,3,1,12,11,16,3,3,1,0
경상남도 김해시 한림면 안곡리,4825034026,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,1,1,6,0,12,6,15,1,12
경상남도 김해시 한림면 장방리,4825034028,-,-,-,-,-,-,0,0,0,0,0,3,2,6,11,6,5,47,49,117,62,26,9,10
경상남도 김해시 한림면 시산리,4825034029,0,0,0,0,0,5,-,-,-,-,-,-,1,2,3,7,5,120,29,66,53,30,13,32
경상남도 김해시 주촌면,4825032000,1,0,0,0,1,16,6,4,8,1,0,38,7,3,13,11,24,122,17,55,27,10,7,9
경상남도 김해시 주촌면 원지리,4825032022,0,0,0,0,1,8,3,0,3,1,0,21,0,1,1,1,1,12,2,7,5,2,3,3
경상남도 김해시 주촌면 덕암리,4825032023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,1,0
충청남도 논산시 광석면 율리,4423032032,1,0,1,0,0,31,33,6,3,16,2,136,4,5,3,3,2,41,141,17,8,4,18,53
충청남도 논산시 광석면 오강리,4423032033,0,0,0,0,1,5,2,0,0,0,1,4,0,1,1,1,1,13,41,23,5,3,1,7
충청남도 논산시 노성면 읍내리,4423033021,1,0,0,1,1,9,0,0,0,0,7,20,0,5,3,4,6,19,8,4,6,12,4,1
충청남도 논산시 노성면 두사리,4423033022,-,-,-,-,-,-,-,-,-,-,-,-,9,1,5,2,2,7,2,4,1,0,0,0
충청남도 논산시 노성면 송당리,4423033023,0,0,0,0,0,5,0,0,0,0,0,2,0,4,3,2,2,20,10,2,1,1,0,9
충청남도 논산시 노성면 하도리,4423033025,0,8,9,7,6,35,0,0,0,0,0,2,0,3,5,2,3,12,20,27,22,14,6,6
경상북도 영주시 부석면 보계리,4721039030,1,3,0,0,0,2,6,9,15,13,14,72,12,7,14,9,11,79,5,16,17,9,1,1
경상북도 영천시 금호읍 오계리,4723025036,-,-,-,-,-,-,0,0,2,15,3,56,6,5,24,3,0,6,-,-,-,-,-,-
경상남도 합천군 대양면,4889041000,1,1,1,1,1,25,1,1,0,0,0,0,25,28,10,9,6,27,14,34,32,20,14,35
경상남도 합천군 대양면 정양리,4889041021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,0,0
경상남도 합천군 대양면 아천리,4889041022,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,0,0,1,2,2,1,1,2
경상남도 합천군 대양면 무곡리,4889041024,0,0,0,0,1,1,-,-,-,-,-,-,4,4,1,2,2,2,4,7,5,4,3,3
경상남도 합천군 대양면 덕정리,4889041025,0,0,1,0,0,1,-,-,-,-,-,-,6,2,3,1,1,4,2,4,2,2,1,5
경상남도 김해시 진례면 신안리,4825033025,0,0,0,1,0,2,-,-,-,-,-,-,0,0,0,0,2,7,5,21,8,10,10,19
경상남도 김해시 진례면 산본리,4825033026,-,-,-,-,-,-,0,1,0,0,7,27,0,1,0,0,1,21,7,9,14,10,12,21
경상남도 김해시 진례면 신월리,4825033027,0,0,0,0,0,9,-,-,-,-,-,-,0,0,0,0,1,2,41,49,40,15,16,15
경상남도 김해시 진례면 담안리,4825033029,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,5,37,79,47,34,17,8,10
경상남도 김해시 한림면,4825034000,0,1,0,0,0,19,5,6,2,0,1,36,23,38,40,53,39,371,343,507,302,137,62,124
경상남도 김해시 한림면 명동리,4825034021,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,8,4,7,12,21,11,2,2,1
경상남도 김해시 한림면 병동리,4825034023,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,11,6,7,10,4,3,6
충청남도 보령시 미산면 늑전리,4418039025,-,-,-,-,-,-,0,0,0,0,2,0,0,0,5,3,0,15,0,2,8,1,0,0
충청남도 보령시 미산면 도흥리,4418039026,-,-,-,-,-,-,26,0,0,3,0,0,1,11,17,20,2,17,6,15,12,5,1,1
충청남도 보령시 미산면 봉성리,4418039027,-,-,-,-,-,-,15,0,0,0,1,0,1,6,21,4,1,19,0,1,4,3,2,1
충청남도 보령시 미산면 은현리,4418039029,-,-,-,-,-,-,18,0,0,0,2,0,0,6,6,6,0,13,1,7,9,3,1,1
충청남도 보령시 미산면 내평리,4418039030,-,-,-,-,-,-,-,-,-,-,-,-,13,0,1,2,1,11,0,2,4,5,2,1
충청남도 논산시 노성면 죽림리,4423033026,2,2,2,1,2,11,3,0,0,2,6,1,2,7,3,4,2,9,59,16,9,4,3,14
충청남도 논산시 광석면 갈산리,4423032024,3,0,0,0,0,3,0,0,0,0,0,5,2,4,3,2,1,17,155,54,15,17,1,5
충청남도 논산시 광석면 광리,4423032025,2,1,0,1,0,11,0,0,0,0,0,6,1,0,1,0,1,5,59,85,26,4,2,2
충청남도 논산시 광석면 산동리,4423032027,1,5,2,2,4,60,-,-,-,-,-,-,0,0,0,0,0,5,21,36,23,7,2,1
충청남도 논산시 광석면 왕전리,4423032029,2,4,6,4,4,83,-,-,-,-,-,-,0,0,1,3,1,15,46,14,5,8,2,22
충청남도 논산시 광석면 항월리,4423032030,1,1,1,3,2,63,0,0,2,0,0,1,1,2,1,1,1,12,42,5,2,1,3,2
경상북도 안동시 일직면 조탑리,4717035030,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,6,0,0,0,1,0,1
경상북도 안동시 풍천면 금계리,4717034027,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,6,1,1,1,0,0
경상북도 안동시 풍천면 구호리,4717034028,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,0,0,0
경상북도 안동시 풍천면 어담리,4717034029,0,0,0,0,0,1,0,0,0,0,0,8,164,0,0,1,1,10,8,1,0,0,0,1
경상북도 안동시 풍천면 가곡리,4717034031,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,7,51,7,3,1,0,0
경상북도 안동시 풍천면 하회리,4717034033,1,0,0,0,0,0,-,-,-,-,-,-,0,0,1,1,2,8,75,11,71,90,1,2
경상북도 안동시 일직면,4717035000,0,0,0,0,0,35,2,2,1,0,1,50,11,4,3,8,5,146,15,9,8,9,8,29
경상북도 안동시 일직면 귀미리,4717035021,-,-,-,-,-,-,0,0,0,0,0,10,4,0,0,1,0,15,1,1,2,0,1,3
경상북도 안동시 일직면 망호리,4717035023,-,-,-,-,-,-,0,0,1,0,0,8,2,3,0,3,1,24,5,0,0,1,1,4
경상북도 영천시 조교동,4723010100,-,-,-,-,-,-,0,0,1,0,0,13,0,0,0,0,0,6,1,3,1,1,1,6
경상북도 영천시 야사동,4723010300,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-
경상북도 영주시 안정면 대평리,4721035032,10,5,1,2,0,7,0,0,0,0,0,1,0,0,2,1,1,4,3,5,10,5,0,1
경상북도 영주시 안정면 오계리,4721035033,4,3,2,0,2,1,0,1,1,1,0,7,2,12,3,2,2,6,31,50,34,18,5,9
경상북도 영덕군 남정면 사암리,4777032042,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,4,0,0,0,1,1,2
전라남도 영광군 법성면 입암리,4687037026,-,-,-,-,-,-,0,2,0,0,0,1,1,2,1,1,4,48,10,52,3,1,0,0
전라남도 영광군 법성면 월산리,4687037028,0,0,0,0,0,1,4,0,0,1,0,0,12,9,13,5,3,102,122,89,28,6,2,1
전라남도 보성군 겸백면 용산리,4678033026,-,-,-,-,-,-,11,0,0,0,0,1,3,5,8,1,4,57,24,23,13,2,0,1
전라남도 장성군 장성읍 용곡리,4688025036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산광역시 울주군 온양읍,3171025600,-,-,-,-,-,-,21,3,3,3,3,65,10,3,11,12,4,84,221,97,37,7,5,8
울산광역시 울주군 온양읍 발리,3171025621,-,-,-,-,-,-,16,2,2,1,2,37,1,0,4,3,2,12,28,12,3,0,0,1
울산광역시 울주군 온양읍 망양리,3171025623,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,2,3,3,1,1,1
울산광역시 울주군 온양읍 남창리,3171025624,-,-,-,-,-,-,0,0,0,0,0,5,0,0,1,1,0,2,17,14,12,1,0,0
경상북도 포항시남구 대송면 송동리,4711131026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,1,0,0,0,0
경상북도 포항시남구 대송면 제내리,4711131027,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,3,1,0,0,0
경상북도 포항시남구 동해면,4711132000,0,0,0,0,0,4,-,-,-,-,-,-,2,2,1,0,4,16,32,11,3,1,1,1
경상북도 포항시남구 동해면 약전리,4711132022,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,6,1,0,0,0,0
충청북도 음성군 맹동면 통동리,4377033029,0,0,0,0,1,0,-,-,-,-,-,-,0,0,2,1,1,16,0,0,1,0,0,0
충청북도 음성군 대소면,4377034000,7,19,13,14,9,104,4,6,3,3,2,88,54,60,52,49,74,611,306,447,192,22,1,13
충청북도 음성군 맹동면 본성리,4377033027,1,0,0,2,0,1,-,-,-,-,-,-,1,1,1,2,2,13,3,7,4,0,0,0
경기도 광주시 도척면,4161033000,7,10,7,4,3,23,1,1,0,0,1,7,11,6,7,5,5,98,251,387,256,169,101,106
경기도 광주시 도척면 유정리,4161033022,1,1,2,1,1,2,0,0,0,0,0,1,2,1,1,1,0,16,73,131,90,50,37,54
경기도 화성시 봉담읍 유리,4159025332,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0,0,1,0,0,0,0,0
경기도 화성시 봉담읍,4159025300,1,1,1,1,0,3,1,0,0,1,2,10,82,10,27,25,39,107,50,40,21,6,2,3
경기도 화성시 봉담읍 내리,4159025322,0,0,0,0,0,1,-,-,-,-,-,-,8,0,0,0,0,7,1,3,1,1,0,0
경기도 화성시 봉담읍 수영리,4159025323,-,-,-,-,-,-,0,0,0,0,2,7,5,0,0,0,0,1,1,6,1,1,0,0
경기도 화성시 봉담읍 와우리,4159025325,-,-,-,-,-,-,-,-,-,-,-,-,3,0,0,0,0,0,-,-,-,-,-,-
경기도 화성시 봉담읍 수기리,4159025326,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0,1,-,-,-,-,-,-
경기도 화성시 봉담읍 왕림리,4159025328,0,1,0,0,0,0,-,-,-,-,-,-,4,8,1,0,1,3,1,1,1,0,0,0
경기도 화성시 봉담읍 세곡리,4159025329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,0,1,0
전라남도 신안군 자은면 유천리,4691033024,-,-,-,-,-,-,-,-,-,-,-,-,1,10,5,4,2,83,21,14,2,0,0,0
전라남도 신안군 자은면 유각리,4691033025,-,-,-,-,-,-,-,-,-,-,-,-,28,56,9,2,5,119,24,20,5,2,0,0
전라남도 신안군 자은면 면전리,4691033026,-,-,-,-,-,-,-,-,-,-,-,-,4,11,4,1,1,32,17,16,6,1,1,1
전라남도 신안군 자은면 고장리,4691033028,-,-,-,-,-,-,-,-,-,-,-,-,4,20,19,3,4,93,30,52,13,1,0,0
전라남도 신안군 자은면 구영리,4691033029,-,-,-,-,-,-,-,-,-,-,-,-,4,10,8,5,6,93,27,35,5,4,2,0
전라남도 신안군 비금면 광대리,4691034021,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,63,2,6,3,1,1,0
전라남도 신안군 비금면 가산리,4691034024,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,30,4,3,2,0,0,0
전라남도 신안군 비금면 덕산리,4691034025,-,-,-,-,-,-,-,-,-,-,-,-,4,2,3,2,5,22,5,12,11,3,1,4
전라남도 신안군 비금면 구림리,4691034027,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,3,3,35,6,5,3,0,1,2
전라남도 신안군 비금면 신원리,4691034028,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,8,5,41,3,7,4,3,2,11
부산광역시 강서구 죽림동,2644010500,0,0,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-,-,20,45,46,21,7,13
부산광역시 강서구 식만동,2644010600,0,1,0,1,1,26,-,-,-,-,-,-,0,0,0,0,0,1,19,29,23,13,8,6
부산광역시 강서구 죽동동,2644010700,4,0,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-,-,159,157,74,26,10,11
부산광역시 강서구 봉림동,2644010800,3,3,1,1,1,23,3,3,3,3,0,6,1,0,0,0,0,8,114,132,71,25,22,28
경기도 화성시 팔탄면 덕우리,4159036030,-,-,-,-,-,-,0,0,0,0,1,5,1,0,0,0,0,13,4,0,0,0,0,0
경기도 화성시 서신면 제부리,4159035026,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,1,0,2,0,1,0,0,0,0
경기도 화성시 서신면 홍법리,4159035027,-,-,-,-,-,-,2,2,1,4,1,8,1,2,1,1,1,10,7,2,1,0,0,0
경기도 화성시 서신면 매화리,4159035029,-,-,-,-,-,-,0,2,2,0,4,27,48,1,1,1,1,14,2,2,0,0,0,0
경기도 화성시 서신면 용두리,4159035030,-,-,-,-,-,-,8,1,3,3,3,40,1,1,2,1,2,16,22,8,0,0,0,0
경기도 화성시 서신면 백미리,4159035032,-,-,-,-,-,-,1,2,1,1,2,13,0,1,0,0,1,12,11,4,0,0,0,0
경기도 화성시 팔탄면,4159036000,2,1,1,1,2,13,0,1,1,1,1,14,13,8,5,3,4,75,253,70,20,6,1,2
경기도 화성시 팔탄면 창곡리,4159036022,0,0,0,1,0,2,-,-,-,-,-,-,1,1,1,0,0,6,32,2,0,0,0,0
경기도 화성시 팔탄면 기천리,4159036023,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,0,0,2,36,26,6,1,0,0
경기도 화성시 팔탄면 구장리,4159036025,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,1,1,9,13,14,8,3,0,1
경기도 화성시 팔탄면 율암리,4159036026,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0,7,6,1,0,0,0,0
경기도 화성시 팔탄면 덕천리,4159036028,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,1,1,0,0,0,0
전라남도 순천시 낙안면 평촌리,4615038029,0,0,0,0,0,10,-,-,-,-,-,-,0,0,0,0,0,1,14,20,16,11,1,6
전라남도 구례군 마산면 황전리,4673034024,-,-,-,-,-,-,614,0,1,0,1,10,7,2,10,23,5,7,27,52,25,17,4,6
전라남도 구례군 마산면 갑산리,4673034025,-,-,-,-,-,-,3,4,1,1,1,6,5,3,4,2,5,10,81,90,53,40,5,11
전라남도 구례군 광의면,4673035000,0,1,0,1,0,68,98,24,14,17,10,98,40,18,37,36,40,92,164,436,293,199,76,70
전라남도 구례군 광의면 연파리,4673035021,0,0,0,0,0,1,1,2,0,2,1,1,1,0,1,2,2,9,14,15,19,27,9,7
전라남도 구례군 광의면 대산리,4673035023,0,0,0,1,0,13,1,0,0,0,0,9,0,1,5,3,2,6,9,74,42,50,13,5
전라남도 구례군 광의면 지천리,4673035024,0,0,0,0,0,44,1,1,2,1,3,13,1,1,3,5,4,11,27,104,70,40,13,12
전라남도 구례군 광의면 대전리,4673035026,0,0,0,0,0,1,3,1,1,4,0,8,1,1,4,4,18,32,14,31,23,10,4,4
전라남도 구례군 광의면 온당리,4673035027,0,0,0,0,0,1,41,15,9,11,6,46,32,9,8,8,3,10,33,97,42,21,11,17
전라남도 구례군 용방면,4673036000,2,1,1,3,2,225,211,85,48,25,45,171,171,31,31,6,5,48,282,281,215,261,159,459
전라남도 구례군 용방면 신지리,4673036022,0,0,0,0,0,5,0,0,0,0,0,1,1,1,1,2,1,5,28,30,28,30,26,48
경상남도 창녕군 영산면 신제리,4874038027,-,-,-,-,-,-,0,0,0,0,1,0,0,0,2,6,5,12,5,15,28,17,1,8
경상남도 창녕군 영산면 월령리,4874038028,0,2,3,3,2,20,0,0,0,0,0,1,0,0,3,3,8,10,0,2,179,128,1,1
경상남도 창녕군 장마면,4874039000,0,1,0,5,5,14,0,6,3,9,8,16,3,12,29,35,64,192,1,103,518,231,7,35
경상남도 창녕군 장마면 강리,4874039021,0,0,0,0,0,1,0,0,0,0,1,0,1,7,2,3,3,15,0,19,68,83,1,2
경상북도 영천시 고경면 창상리,4723038023,0,0,0,0,0,1,2,1,3,1,0,19,1,3,1,4,1,31,7,25,6,5,2,8
경상북도 영천시 고경면 대의리,4723038024,0,0,0,0,0,1,0,4,5,7,3,58,0,1,1,1,0,39,-,-,-,-,-,-
경상북도 영천시 고경면 오류리,4723038026,-,-,-,-,-,-,0,0,2,0,1,4,0,0,0,0,0,15,-,-,-,-,-,-
경상북도 영천시 고경면 고도리,4723038027,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0,2,0,22,0,0,0,0,0,1
경상북도 영천시 고경면 용전리,4723038029,0,0,0,0,0,1,2,0,0,1,2,33,1,0,0,1,1,54,0,2,2,1,0,0
경상북도 영천시 고경면 상리리,4723038031,-,-,-,-,-,-,11,0,0,0,0,6,0,0,1,1,1,17,0,2,6,1,0,1
경상북도 영천시 고경면 학리,4723038032,-,-,-,-,-,-,0,1,1,0,0,4,0,0,1,0,2,8,0,1,1,0,0,0
경상북도 영천시 북안면 원당리,4723039039,-,-,-,-,-,-,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-
경상남도 사천시 정동면 수청리,4824031025,-,-,-,-,-,-,0,0,0,0,0,7,0,0,2,2,4,4,2,0,0,1,2,11
경상남도 사천시 사천읍 선인리,4824025021,-,-,-,-,-,-,-,-,-,-,-,-,9,6,0,0,0,3,0,2,6,4,2,2
경상남도 사천시 사천읍 정의리,4824025022,-,-,-,-,-,-,-,-,-,-,-,-,4,0,0,0,0,6,-,-,-,-,-,-
경상남도 사천시 사천읍 수석리,4824025024,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,0,4,-,-,-,-,-,-
경상남도 사천시 사천읍 사주리,4824025025,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,5,2,6,3,2,1,1
경상남도 사천시 사천읍 구암리,4824025028,-,-,-,-,-,-,3,0,0,3,0,1,3,1,6,3,2,83,9,13,11,3,1,2
경상남도 사천시 사천읍 금곡리,4824025030,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,6,0,4,4,1,1,1
경상남도 사천시 사천읍 두량리,4824025031,-,-,-,-,-,-,15,3,1,7,0,6,4,2,2,2,4,79,21,25,18,10,7,14
경상남도 사천시 정동면 예수리,4824031022,-,-,-,-,-,-,2,0,2,0,1,6,2,7,10,2,0,1,3,10,4,2,1,4
경상남도 사천시 정동면 화암리,4824031023,-,-,-,-,-,-,-,-,-,-,-,-,6,9,7,3,4,1,1,5,8,3,2,1
경상남도 사천시 사천읍,4824025000,-,-,-,-,-,-,35,3,1,17,0,16,31,11,13,11,10,228,72,71,61,26,21,26
경상북도 영천시 청통면 신학리,4723031029,-,-,-,-,-,-,0,0,0,1,0,10,0,0,1,0,0,11,0,0,1,0,0,1
경상북도 영천시 청통면 애련리,4723031031,-,-,-,-,-,-,2,0,1,0,1,12,0,0,0,0,0,5,-,-,-,-,-,-
경상북도 영천시 청통면 계포리,4723031032,0,0,0,0,0,1,0,0,5,0,0,5,1,0,0,0,0,4,0,0,0,0,0,1
경상북도 영천시 청통면 신원리,4723031034,0,0,0,0,0,1,0,3,1,1,1,25,0,0,0,0,0,8,-,-,-,-,-,-
경상북도 영천시 신녕면,4723032000,-,-,-,-,-,-,1,0,1,3,2,55,3,5,9,10,11,253,0,0,0,0,0,10
경상북도 영천시 신녕면 치산리,4723032021,-,-,-,-,-,-,0,0,0,0,0,1,1,1,2,2,2,19,-,-,-,-,-,-
경상북도 영천시 신녕면 화서리,4723032023,-,-,-,-,-,-,0,0,0,1,1,6,1,1,2,0,1,7,0,0,0,0,0,1
경상북도 영천시 신녕면 왕산리,4723032025,-,-,-,-,-,-,0,0,0,0,0,12,0,1,0,3,1,41,0,0,0,0,0,4
경상북도 영천시 임고면 우항리,4723037031,0,0,0,0,0,3,0,1,2,1,1,28,1,0,0,0,3,51,21,12,9,4,2,10
경상북도 영천시 자양면 용산리,4723036025,-,-,-,-,-,-,0,0,0,0,0,3,0,1,0,0,0,5,-,-,-,-,-,-
경상북도 영천시 자양면 성곡리,4723036028,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,11,-,-,-,-,-,-
경상남도 김해시 진영읍 하계리,4825025022,-,-,-,-,-,-,1,0,0,0,0,10,0,1,0,2,2,14,1,6,11,11,2,0
경상남도 김해시 진영읍 방동리,4825025023,-,-,-,-,-,-,0,0,5,2,0,1,-,-,-,-,-,-,0,8,3,0,0,0
전라남도 보성군 미력면,4678032000,1,0,0,0,0,2,145,32,10,21,8,48,22,54,37,43,32,389,112,194,294,58,34,33
전라남도 보성군 미력면 도개리,4678032021,-,-,-,-,-,-,-,-,-,-,-,-,0,5,10,9,1,37,3,14,9,14,9,6
전라남도 보성군 미력면 미력리,4678032022,0,0,0,0,0,1,7,7,0,0,2,0,1,12,2,1,3,67,7,5,10,3,3,1
전라남도 보성군 미력면 용정리,4678032024,-,-,-,-,-,-,8,7,1,0,3,0,7,13,15,19,7,66,25,31,14,4,4,7
전라남도 보성군 미력면 덕림리,4678032025,-,-,-,-,-,-,2,4,0,1,0,1,0,2,1,4,2,49,17,15,12,10,11,4
전라남도 보성군 미력면 초당리,4678032027,1,0,0,0,0,0,14,0,0,0,2,22,6,10,7,3,8,60,16,11,6,3,1,5
전라남도 보성군 겸백면,4678033000,0,0,0,0,0,2,298,18,10,6,0,23,19,43,43,43,78,491,108,202,140,57,30,32
전라남도 보성군 겸백면 운림리,4678033022,-,-,-,-,-,-,-,-,-,-,-,-,1,4,6,12,19,107,5,9,16,2,1,5
전라남도 보성군 겸백면 은덕리,4678033023,-,-,-,-,-,-,-,-,-,-,-,-,0,5,2,3,4,51,8,30,12,4,1,0
경상북도 포항시남구 대송면,4711131000,0,0,0,0,1,2,-,-,-,-,-,-,3,1,1,2,2,13,52,24,4,1,0,0
경상북도 포항시남구 대송면 공수리,4711131021,0,0,0,0,1,2,-,-,-,-,-,-,0,0,0,0,0,1,10,7,0,0,0,0
경상북도 포항시남구 대송면 홍계리,4711131023,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,1,0,7,3,1,1,0,0,0
경상북도 포항시남구 대송면 산여리,4711131024,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,-,-
경상북도 포항시남구 오천읍 항사리,4711125623,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,0,1,0,1,0,1,0,0
경상북도 포항시남구 장기면 대진리,4711133035,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,1,0,0,0,0,0
경상북도 포항시남구 장기면 학계리,4711133037,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,4,8,10,1,0,0,0
